name;rating;convenience;security;functionality;comment 
 Вилла 78;4.2;1;1;1;Это великолепное здание!
Переправа 83;1.1;2;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Замок 41;0.1;4;3;4;Это здание прекрасно вписывается в окружающий ландшафт.
Док 39;3.0;1;3;2;Это здание имеет стандартную конструкцию.
Дуплянка 76;3.9;2;2;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Док 20;3.9;2;4;5;Это здание очень функционально.
Утятник 39;3.8;5;3;5;Это здание представляет собой типичный образец современной архитектуры.
Хаус 80;1.8;5;3;4;Это здание построено из стандартных строительных материалов.
Термитник 49;0.9;1;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Гусятник 3;3.1;3;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Хаус 80;4.7;4;5;5;Это здание имеет стандартную конструкцию.
Цирк 24;0.6;1;4;3;Это здание является примером функционального дизайна.
ТЭЦ 61;0.9;1;1;3;Это здание представляет собой типичный образец современной архитектуры.
Верфь 58;3.4;5;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Архив 58;2.4;5;1;3;Это здание является примером функционального дизайна.
Ресторан 7;3.7;1;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Архив 58;0.7;1;2;3;Это здание построено из стандартных строительных материалов.
Чердак 89;1.5;3;5;2;Это здание не имеет особых архитектурных особенностей.
Сеть 95;0.3;3;1;1;Это великолепное здание!
Детский сад 62;2.1;3;1;5;У этого здания отличная архитектура.
Гусятник 3;4.3;2;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Утятник 39;4.3;4;4;3;Это здание построено из стандартных строительных материалов.
Гусятник 3;2.4;1;3;4;Это здание имеет стандартную конструкцию.
Особняк 60;2.4;1;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Институт 79;5.0;4;4;3;Это здание построено из стандартных строительных материалов.
Виадук 40;3.8;5;4;2;Это здание очень функционально.
Особняк 60;3.2;3;1;2;Это здание является примером функционального дизайна.
Термитник 49;0.2;4;2;4;Мне нравится дизайн этого здания.
Ресторан 7;0.8;2;1;1;Мне нравится дизайн этого здания.
Детский сад 18;4.7;2;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Причал 21;2.3;4;5;3;Это здание является примером функционального дизайна.
Путепровод 49;0.9;5;5;1;Это здание не имеет особых архитектурных особенностей.
Утятник 39;1.4;2;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Замок 41;0.1;4;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Особняк 60;2.9;5;5;1;Это здание не имеет особых архитектурных особенностей.
Док 39;4.3;3;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Особняк 60;2.1;3;4;3;Это здание имеет стандартную конструкцию.
Муравейник 92;4.3;5;2;1;Это здание не имеет особых архитектурных особенностей.
Ангар 29;2.5;1;5;2;Это здание не имеет особых архитектурных особенностей.
Театр 95;3.6;3;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Хаус 80;4.5;1;5;1;Это здание является примером функционального дизайна.
Архив 58;2.1;1;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Термитник 49;4.1;3;2;2;Это здание представляет собой типичный образец современной архитектуры.
Муравейник 92;4.1;1;5;5;Это здание является примером функционального дизайна.
Детский сад 18;1.4;3;3;5;Это здание представляет собой типичный образец современной архитектуры.
Институт 79;4.9;2;4;2;Это здание очень функционально.
Утятник 39;1.6;4;4;5;Это здание прекрасно вписывается в окружающий ландшафт.
Мансарда 79;4.7;3;4;5;Это здание имеет стандартную конструкцию.
Коттедж 44;4.0;2;3;4;Мне нравится дизайн этого здания.
Детский сад 62;0.8;4;5;5;Это здание представляет собой типичный образец современной архитектуры.
Утятник 39;0.5;3;5;1;Это здание прекрасно вписывается в окружающий ландшафт.
Утятник 39;2.5;5;4;4;Это здание имеет стандартную конструкцию.
Супермаркет 25;3.2;3;5;2;Это здание представляет собой типичный образец современной архитектуры.
Лежбище 4;3.6;2;5;3;Это великолепное здание!
 Вилла 78;3.5;2;4;3;Это здание не имеет особых архитектурных особенностей.
Университет 52;2.7;2;1;2;Это здание очень функционально.
Коттедж 44;0.4;4;3;5;У этого здания отличная архитектура.
Детский сад 62;1.6;1;1;4;Это здание является примером функционального дизайна.
Архив 58;0.3;5;5;1;Это здание является примером функционального дизайна.
ТЭЦ 61;0.9;1;3;1;Это здание не имеет особых архитектурных особенностей.
Особняк 89;3.5;5;1;1;Это здание представляет собой типичный образец современной архитектуры.
Сеть 1;4.4;4;4;2;Это здание очень функционально.
Порт 4;2.6;5;5;1;Это здание имеет стандартную конструкцию.
Университет 52;5.0;2;4;1;Это здание является примером функционального дизайна.
Путепровод 49;0.7;4;4;1;Это здание построено из стандартных строительных материалов.
Мансарда 79;0.5;1;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Док 39;4.9;3;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Переправа 83;0.9;4;4;4;У этого здания отличная архитектура.
Порт 4;1.5;3;1;1;Это здание не имеет особых архитектурных особенностей.
Театр 95;3.9;4;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Замок 41;0.2;4;2;1;Это здание имеет стандартную конструкцию.
Бункер 39;3.6;3;4;1;Это здание построено из стандартных строительных материалов.
Театр 40;0.2;2;2;5;У этого здания отличная архитектура.
Особняк 60;2.3;3;5;1;Это здание представляет собой типичный образец современной архитектуры.
Причал 21;2.3;5;3;1;Это великолепное здание!
Больница 9;0.7;3;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Путепровод 49;3.7;1;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Бункер 60;1.0;1;1;1;Мне нравится дизайн этого здания.
Верфь 58;0.7;5;3;2;Это здание имеет стандартную конструкцию.
 Вилла 78;2.2;4;1;1;Это здание имеет стандартную конструкцию.
Детский сад 62;0.5;1;2;5;Это здание построено из стандартных строительных материалов.
Бункер 39;1.6;5;5;5;Это здание построено из стандартных строительных материалов.
 Вилла 78;3.5;1;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Путепровод 49;2.8;3;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Виадук 40;4.5;4;3;4;Это здание является примером функционального дизайна.
Муравейник 92;4.6;5;1;4;Это здание представляет собой типичный образец современной архитектуры.
 Вилла 47;1.6;1;1;3;Это здание не имеет особых архитектурных особенностей.
Термитник 49;1.5;2;3;4;У этого здания отличная архитектура.
Скворечник 47;2.0;5;1;5;Это здание является примером функционального дизайна.
Детский сад 18;3.2;3;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Бункер 39;3.0;3;5;5;Это здание имеет стандартную конструкцию.
Хаус 80;3.1;5;3;5;Это здание построено из стандартных строительных материалов.
Ангар 29;4.0;1;1;3;Это здание построено из стандартных строительных материалов.
Особняк 60;3.0;5;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Театр 95;0.1;2;3;2;Это здание представляет собой типичный образец современной архитектуры.
Причал 21;4.9;4;1;2;Это здание является примером функционального дизайна.
Верфь 76;1.4;5;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Ферма 90;2.3;2;1;1;Это великолепное здание!
Логово 46;0.8;5;3;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Чердак 89;1.4;2;4;4;Это здание является примером функционального дизайна.
Тенета 79;2.6;3;2;5;Это здание является примером функционального дизайна.
Коттедж 44;4.5;2;2;2;Это великолепное здание!
Цирк 11;2.3;2;5;2;Это великолепное здание!
Больница 9;2.6;4;5;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Детский сад 62;2.2;4;3;3;Это здание построено из стандартных строительных материалов.
Убежище 86;2.8;4;1;3;У этого здания отличная архитектура.
 Вилла 47;4.7;2;2;2;У этого здания отличная архитектура.
Ферма 90;3.4;5;2;4;Это здание представляет собой типичный образец современной архитектуры.
Причал 21;3.9;5;1;2;Это здание построено из стандартных строительных материалов.
Путепровод 49;3.4;1;3;1;Мне нравится дизайн этого здания.
Цирк 24;1.5;5;3;2;Это здание является примером функционального дизайна.
Ферма 90;1.4;4;3;2;Это здание имеет стандартную конструкцию.
Институт 79;1.0;3;1;1;У этого здания отличная архитектура.
Виадук 40;2.9;1;4;4;Это здание построено из стандартных строительных материалов.
Лежбище 4;3.9;1;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Утятник 39;2.5;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
 Вилла 47;3.8;5;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Коттедж 44;2.0;1;5;3;Это здание имеет стандартную конструкцию.
Особняк 60;2.5;2;1;3;Это здание построено из стандартных строительных материалов.
 Вилла 47;2.1;2;2;2;Это здание представляет собой типичный образец современной архитектуры.
Супермаркет 25;1.3;3;5;4;У этого здания отличная архитектура.
Супермаркет 25;2.3;2;2;2;Это здание прекрасно вписывается в окружающий ландшафт.
Ангар 29;4.6;1;3;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Ферма 90;0.3;3;1;1;Это здание очень функционально.
Бункер 60;2.5;5;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Ресторан 7;3.1;2;5;4;Это здание представляет собой типичный образец современной архитектуры.
Мостки 79;1.1;1;3;5;Это здание является примером функционального дизайна.
Особняк 60;2.7;5;4;1;Это здание представляет собой типичный образец современной архитектуры.
Утятник 39;1.6;5;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Тенета 79;0.3;2;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Театр 40;0.1;3;4;2;Это здание является примером функционального дизайна.
Сеть 1;1.8;1;5;5;Это здание построено из стандартных строительных материалов.
Улей 62;1.2;1;5;5;Это здание имеет стандартную конструкцию.
Мансарда 79;0.9;5;1;3;Это здание имеет стандартную конструкцию.
Утятник 39;4.5;1;2;3;Это здание представляет собой типичный образец современной архитектуры.
Виадук 40;2.9;2;1;3;Это здание не имеет особых архитектурных особенностей.
Архив 58;4.7;5;1;5;Это здание является примером функционального дизайна.
Утятник 39;0.8;2;2;4;Это здание построено из стандартных строительных материалов.
Убежище 86;4.7;1;3;1;Это здание прекрасно вписывается в окружающий ландшафт.
Виадук 40;2.3;1;3;2;Это здание представляет собой типичный образец современной архитектуры.
Университет 52;0.8;1;2;4;Это здание имеет стандартную конструкцию.
Док 39;0.7;3;4;3;Это здание не имеет особых архитектурных особенностей.
Термитник 49;1.8;4;3;5;Это великолепное здание!
Бункер 60;0.3;3;5;5;Это здание является примером функционального дизайна.
Порт 4;1.8;4;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Док 39;1.4;2;5;1;Это здание построено из стандартных строительных материалов.
Муравейник 92;4.8;4;1;5;Это здание представляет собой типичный образец современной архитектуры.
Логово 46;3.9;4;2;3;Это здание построено из стандартных строительных материалов.
Особняк 60;2.4;3;2;3;Это здание построено из стандартных строительных материалов.
Док 20;3.9;5;2;4;Это здание не имеет особых архитектурных особенностей.
 Вилла 47;1.2;1;4;4;Это здание является примером функционального дизайна.
Сеть 95;4.6;5;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Дуплянка 76;1.9;2;4;4;Мне нравится дизайн этого здания.
Ангар 29;2.6;2;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Ферма 90;2.7;1;2;2;Это здание представляет собой типичный образец современной архитектуры.
Улей 62;2.3;5;1;3;Это здание представляет собой типичный образец современной архитектуры.
Бункер 60;1.7;5;3;4;Это здание является примером функционального дизайна.
Тенета 79;4.9;5;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Виадук 40;5.0;3;3;3;Это здание очень функционально.
 Вилла 47;2.2;3;3;1;Это здание имеет стандартную конструкцию.
Замок 41;0.5;5;3;3;Это здание является примером функционального дизайна.
Улей 62;4.8;5;5;1;Это здание очень функционально.
ТЭЦ 61;2.3;2;1;3;Мне нравится дизайн этого здания.
Гараж 6;4.0;3;5;4;Мне нравится дизайн этого здания.
Термитник 49;1.4;4;4;3;Это здание является примером функционального дизайна.
Термитник 49;0.1;4;4;2;Это здание представляет собой типичный образец современной архитектуры.
Цирк 24;3.8;1;2;5;Это здание является примером функционального дизайна.
Ресторан 7;2.1;3;5;5;Мне нравится дизайн этого здания.
Путепровод 49;2.1;2;5;1;Это здание не имеет особых архитектурных особенностей.
Путепровод 49;4.9;2;1;2;Это здание не имеет особых архитектурных особенностей.
Цирк 11;5.0;1;1;4;Мне нравится дизайн этого здания.
Утятник 39;3.7;1;5;1;Это здание не имеет особых архитектурных особенностей.
Скворечник 47;4.7;5;5;1;Это здание не имеет особых архитектурных особенностей.
Силок 64;3.0;4;2;3;Это здание построено из стандартных строительных материалов.
Чердак 89;4.7;1;5;1;Это здание представляет собой типичный образец современной архитектуры.
Цирк 11;3.6;1;1;5;Это здание имеет стандартную конструкцию.
Логово 46;1.0;5;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Больница 9;3.6;2;1;4;Это здание построено из стандартных строительных материалов.
Верфь 58;2.9;5;2;2;Это здание построено из стандартных строительных материалов.
Сеть 1;2.3;3;1;5;У этого здания отличная архитектура.
Цирк 24;0.4;1;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Цирк 24;3.2;3;2;5;Это здание является примером функционального дизайна.
Особняк 60;1.0;5;2;2;У этого здания отличная архитектура.
Утятник 39;0.6;1;5;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Больница 9;3.2;5;5;2;У этого здания отличная архитектура.
Порт 4;0.4;3;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Док 39;2.8;2;1;3;У этого здания отличная архитектура.
Лежбище 4;3.0;5;1;1;Это здание является примером функционального дизайна.
Университет 52;2.5;2;5;5;Это здание очень функционально.
Цирк 47;2.0;2;5;1;Это здание не имеет особых архитектурных особенностей.
Академия 83;4.8;3;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Особняк 89;2.0;2;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Институт 79;4.9;2;4;4;Это здание построено из стандартных строительных материалов.
Сеть 95;0.6;3;5;3;Это здание является примером функционального дизайна.
Сеть 95;4.7;1;3;2;Это здание не имеет особых архитектурных особенностей.
Порт 4;4.4;5;1;4;Это великолепное здание!
Театр 40;3.6;4;4;2;Мне нравится дизайн этого здания.
Улей 62;0.9;3;4;2;Это здание не имеет особых архитектурных особенностей.
ТЭЦ 61;0.2;3;4;3;Это здание не имеет особых архитектурных особенностей.
Замок 41;4.7;5;3;5;Это здание имеет стандартную конструкцию.
Бункер 39;4.2;3;4;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Мансарда 79;0.4;3;3;3;Это здание является примером функционального дизайна.
Порт 4;1.9;4;1;5;Это здание представляет собой типичный образец современной архитектуры.
Ресторан 7;1.5;1;2;4;Это здание не имеет особых архитектурных особенностей.
Ресторан 7;2.3;2;2;5;Это великолепное здание!
Убежище 86;2.1;2;2;5;Это здание прекрасно вписывается в окружающий ландшафт.
Ферма 90;2.1;4;5;1;Это здание имеет стандартную конструкцию.
Архив 58;3.5;3;2;2;Это великолепное здание!
Особняк 60;2.2;4;5;3;Это здание представляет собой типичный образец современной архитектуры.
ТЭЦ 61;3.5;2;4;4;Это здание имеет стандартную конструкцию.
Бункер 60;4.6;4;2;3;Это здание очень функционально.
Бункер 60;1.4;1;2;2;Мне нравится дизайн этого здания.
Утятник 39;2.1;3;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Скворечник 47;1.7;5;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Утятник 39;3.0;2;1;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Театр 95;4.6;4;3;2;У этого здания отличная архитектура.
Верфь 58;3.4;5;1;4;Это здание не имеет особых архитектурных особенностей.
Академия 83;2.8;5;4;2;Это здание не имеет особых архитектурных особенностей.
Верблюжатник 72;3.0;3;1;3;Это здание построено из стандартных строительных материалов.
Муравейник 92;0.7;5;4;5;Это здание представляет собой типичный образец современной архитектуры.
Академия 83;1.4;4;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Док 39;3.4;5;4;1;Это здание имеет стандартную конструкцию.
Скворечник 47;0.3;2;5;1;Это здание является примером функционального дизайна.
Театр 95;4.3;4;2;3;Это здание представляет собой типичный образец современной архитектуры.
Особняк 89;3.3;2;2;4;Это здание является примером функционального дизайна.
Гараж 6;4.9;1;5;2;Это здание представляет собой типичный образец современной архитектуры.
Коттедж 44;2.2;2;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Супермаркет 25;3.2;3;1;1;Это здание не имеет особых архитектурных особенностей.
Чердак 89;2.1;4;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Цирк 11;4.6;4;1;5;Мне нравится дизайн этого здания.
 Вилла 47;1.7;2;4;5;Это здание является примером функционального дизайна.
Тенета 79;1.4;2;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Театр 40;3.4;1;3;4;Это здание имеет стандартную конструкцию.
Супермаркет 25;4.8;4;2;1;Это здание не имеет особых архитектурных особенностей.
Термитник 49;2.2;4;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Муравейник 92;4.9;5;5;4;Это здание построено из стандартных строительных материалов.
Гараж 6;4.4;4;1;3;Мне нравится дизайн этого здания.
Скворечник 47;4.3;2;1;1;Мне нравится дизайн этого здания.
Сеть 1;1.5;3;1;2;Это великолепное здание!
Порт 4;3.0;3;1;5;Это здание является примером функционального дизайна.
Гараж 6;0.5;4;3;5;Это здание построено из стандартных строительных материалов.
Мансарда 79;1.3;5;1;1;Это здание представляет собой типичный образец современной архитектуры.
Дуплянка 76;3.9;5;1;1;Это здание является примером функционального дизайна.
Тенета 79;4.3;2;4;4;Это здание имеет стандартную конструкцию.
Убежище 86;2.2;3;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Виадук 40;3.5;5;3;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Утятник 39;3.1;4;1;3;Это здание не имеет особых архитектурных особенностей.
Бункер 60;3.4;5;5;4;Это здание не имеет особых архитектурных особенностей.
Театр 95;0.8;2;5;2;У этого здания отличная архитектура.
Причал 21;3.3;2;3;1;Это здание не имеет особых архитектурных особенностей.
Архив 58;2.8;4;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верфь 76;4.0;1;4;2;Это здание построено из стандартных строительных материалов.
Детский сад 62;0.9;5;2;4;Это здание представляет собой типичный образец современной архитектуры.
Виадук 40;1.6;2;4;1;Это здание представляет собой типичный образец современной архитектуры.
Скворечник 47;1.0;5;4;4;Мне нравится дизайн этого здания.
Бункер 60;4.6;5;1;2;У этого здания отличная архитектура.
Лежбище 4;4.4;5;3;5;Это здание имеет стандартную конструкцию.
Гусятник 3;3.1;4;2;3;У этого здания отличная архитектура.
 Вилла 47;1.7;3;2;4;Это здание очень функционально.
Архив 58;4.1;4;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Бункер 60;0.5;3;2;1;У этого здания отличная архитектура.
Театр 40;3.7;5;5;4;Это здание не имеет особых архитектурных особенностей.
Утятник 39;0.7;1;1;5;Это здание имеет стандартную конструкцию.
Институт 79;3.3;1;1;2;Это здание построено из стандартных строительных материалов.
Силок 64;5.0;3;3;2;Это великолепное здание!
Убежище 86;2.8;3;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Театр 95;4.7;2;2;3;Это великолепное здание!
Порт 4;4.5;1;1;3;Это здание является примером функционального дизайна.
ТЭЦ 61;3.1;5;4;1;Это здание построено из стандартных строительных материалов.
Ресторан 7;0.2;4;2;3;Это здание не имеет особых архитектурных особенностей.
Улей 62;2.4;5;2;5;Это здание имеет стандартную конструкцию.
Виадук 40;2.8;1;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Цирк 11;0.5;1;2;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верфь 58;1.0;1;1;1;Это здание представляет собой типичный образец современной архитектуры.
Виадук 40;1.6;1;1;1;Это здание является примером функционального дизайна.
Док 39;0.6;4;4;5;Мне нравится дизайн этого здания.
Сеть 95;0.8;4;3;3;Это здание очень функционально.
Театр 95;4.6;3;2;5;Это здание имеет стандартную конструкцию.
Больница 9;3.6;3;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Архив 58;4.8;2;1;4;Это здание не имеет особых архитектурных особенностей.
Цирк 11;4.7;2;1;1;Это здание не имеет особых архитектурных особенностей.
Супермаркет 25;3.9;4;1;1;Это здание представляет собой типичный образец современной архитектуры.
Верблюжатник 72;1.8;2;5;3;Это здание имеет стандартную конструкцию.
Гусятник 3;0.9;1;2;3;Это здание представляет собой типичный образец современной архитектуры.
Особняк 60;3.2;4;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Переправа 83;1.4;2;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Бункер 39;4.2;3;1;4;Это здание представляет собой типичный образец современной архитектуры.
Виадук 40;0.3;5;5;2;Это здание представляет собой типичный образец современной архитектуры.
Ферма 90;0.8;5;4;2;Это здание является примером функционального дизайна.
Лежбище 4;2.0;3;4;4;Это здание не имеет особых архитектурных особенностей.
Архив 58;2.4;4;3;4;У этого здания отличная архитектура.
Виадук 40;4.3;3;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Особняк 60;1.9;2;2;1;Это здание имеет стандартную конструкцию.
Муравейник 83;0.3;4;3;4;Это здание не имеет особых архитектурных особенностей.
Архив 58;0.9;4;1;3;Это здание построено из стандартных строительных материалов.
Детский сад 62;2.1;5;2;2;Это здание прекрасно вписывается в окружающий ландшафт.
Хаус 80;0.7;3;5;3;Мне нравится дизайн этого здания.
Муравейник 83;2.8;3;5;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Убежище 86;1.4;5;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Тенета 79;0.5;2;3;2;У этого здания отличная архитектура.
Театр 95;4.0;2;3;2;Мне нравится дизайн этого здания.
Больница 9;2.6;1;5;2;Это здание очень функционально.
Чердак 89;0.5;3;1;3;Мне нравится дизайн этого здания.
Ресторан 7;1.4;3;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Улей 62;1.4;5;1;1;Это здание не имеет особых архитектурных особенностей.
Верблюжатник 72;1.0;2;3;1;Это здание представляет собой типичный образец современной архитектуры.
Дуплянка 76;4.6;4;4;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Док 39;3.5;2;4;5;Это здание является примером функционального дизайна.
Архив 58;3.7;4;3;4;Это здание представляет собой типичный образец современной архитектуры.
Детский сад 62;1.0;4;2;5;Это здание является примером функционального дизайна.
Хаус 80;1.4;2;2;3;Это здание является примером функционального дизайна.
Док 39;4.6;4;4;3;Это здание является примером функционального дизайна.
Супермаркет 25;0.8;5;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Театр 95;1.1;4;3;4;Это великолепное здание!
Гусятник 3;0.8;4;5;4;Это здание построено из стандартных строительных материалов.
Утятник 39;4.7;4;5;3;Это здание не имеет особых архитектурных особенностей.
Переправа 83;1.6;3;3;3;Это здание построено из стандартных строительных материалов.
Больница 9;1.4;1;2;2;Это здание не имеет особых архитектурных особенностей.
Академия 83;3.7;2;4;1;Это здание имеет стандартную конструкцию.
Путепровод 49;3.8;1;4;4;Это здание является примером функционального дизайна.
